to_act_card,opponent_card,to_act_coins,opponent_coins,phase,pending_action,pending_action_by,pending_block,pending_block_by,result,dtm,best_moves
Captain,Duke,9,7,ACTION,,,,,win,2,Coup
Captain,Duke,9,7,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,9,7,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,9,7,BLOCK_CHALLENGE,Foreign Aid,self,Duke,opponent,loss,3,pass
Captain,Duke,9,8,ACTION,,,,,win,2,Coup
Captain,Duke,9,8,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,9,8,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,9,8,BLOCK_CHALLENGE,Foreign Aid,self,Duke,opponent,loss,3,pass
Captain,Duke,9,9,ACTION,,,,,win,2,Coup
Captain,Duke,9,9,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,9,9,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,9,9,BLOCK_CHALLENGE,Foreign Aid,self,Duke,opponent,loss,3,pass
Captain,Duke,9,10,ACTION,,,,,win,2,Coup
Captain,Duke,9,10,BLOCK_CHALLENGE,Foreign Aid,self,Duke,opponent,loss,3,pass
Captain,Duke,9,11,ACTION,,,,,win,2,Coup
Captain,Duke,9,11,BLOCK_CHALLENGE,Foreign Aid,self,Duke,opponent,loss,3,pass
Captain,Duke,9,12,ACTION,,,,,win,2,Coup
Captain,Duke,9,12,BLOCK_CHALLENGE,Foreign Aid,self,Duke,opponent,loss,3,pass
Captain,Duke,10,0,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,0,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,10,1,ACTION,,,,,win,2,Coup
Captain,Duke,10,1,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,1,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,10,2,ACTION,,,,,win,2,Coup
Captain,Duke,10,2,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,2,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,10,3,ACTION,,,,,win,2,Coup
Captain,Duke,10,3,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,3,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,10,4,ACTION,,,,,win,2,Coup
Captain,Duke,10,4,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,4,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,10,5,ACTION,,,,,win,2,Coup
Captain,Duke,10,5,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,5,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,5,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,10,6,ACTION,,,,,win,2,Coup
Captain,Duke,10,6,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,6,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,7,ACTION,,,,,win,2,Coup
Captain,Duke,10,7,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,7,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,8,ACTION,,,,,win,2,Coup
Captain,Duke,10,8,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,8,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,9,ACTION,,,,,win,2,Coup
Captain,Duke,10,9,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,10,9,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,10,10,ACTION,,,,,win,2,Coup
Captain,Duke,10,11,ACTION,,,,,win,2,Coup
Captain,Duke,10,12,ACTION,,,,,win,2,Coup
Captain,Duke,11,0,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,0,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,11,1,ACTION,,,,,win,2,Coup
Captain,Duke,11,1,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,1,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,11,2,ACTION,,,,,win,2,Coup
Captain,Duke,11,2,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,2,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,11,3,ACTION,,,,,win,2,Coup
Captain,Duke,11,3,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,3,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,11,4,ACTION,,,,,win,2,Coup
Captain,Duke,11,4,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,4,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,11,5,ACTION,,,,,win,2,Coup
Captain,Duke,11,5,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,5,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,5,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Captain
Captain,Duke,11,6,ACTION,,,,,win,2,Coup
Captain,Duke,11,6,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,6,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,7,ACTION,,,,,win,2,Coup
Captain,Duke,11,7,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,7,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,8,ACTION,,,,,win,2,Coup
Captain,Duke,11,8,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,8,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,9,ACTION,,,,,win,2,Coup
Captain,Duke,11,9,ACTION_CHALLENGE,Tax,opponent,,,win,3,pass
Captain,Duke,11,9,BLOCK,Foreign Aid,opponent,,,win,3,pass
Captain,Duke,11,10,ACTION,,,,,win,2,Coup
Captain,Duke,11,11,ACTION,,,,,win,2,Coup
Captain,Duke,11,12,ACTION,,,,,win,2,Coup
Contessa,Assassin,0,0,ACTION,,,,,win,19,Income|Foreign Aid
Contessa,Assassin,0,0,BLOCK,Foreign Aid,opponent,,,loss,16,pass
Contessa,Assassin,0,1,ACTION,,,,,loss,16,Foreign Aid
Contessa,Assassin,0,2,ACTION,,,,,loss,15,Foreign Aid
Contessa,Assassin,1,0,BLOCK,Foreign Aid,opponent,,,win,17,pass
Contessa,Assassin,1,1,ACTION,,,,,win,16,Foreign Aid
Contessa,Assassin,1,1,BLOCK,Foreign Aid,opponent,,,loss,13,pass
Contessa,Assassin,1,2,ACTION,,,,,win,16,Foreign Aid
Contessa,Assassin,1,2,BLOCK,Foreign Aid,opponent,,,loss,12,pass
Contessa,Assassin,1,3,ACTION,,,,,loss,12,Foreign Aid
Contessa,Assassin,1,4,ACTION,,,,,loss,11,Foreign Aid
Contessa,Assassin,2,0,ACTION,,,,,win,15,Income|Foreign Aid
Contessa,Assassin,2,0,ACTION_CHALLENGE,Assassinate,opponent,,,win,18,pass
Contessa,Assassin,2,0,BLOCK,Assassinate,opponent,,,win,17,block Contessa
Contessa,Assassin,2,0,BLOCK,Foreign Aid,opponent,,,win,16,pass
Contessa,Assassin,2,0,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,2,1,ACTION,,,,,win,15,Income|Foreign Aid
Contessa,Assassin,2,1,ACTION_CHALLENGE,Assassinate,opponent,,,win,18,pass
Contessa,Assassin,2,1,BLOCK,Assassinate,opponent,,,win,17,block Contessa
Contessa,Assassin,2,1,BLOCK,Foreign Aid,opponent,,,loss,13,pass
Contessa,Assassin,2,1,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,2,2,ACTION,,,,,win,15,Income|Foreign Aid
Contessa,Assassin,2,2,BLOCK,Foreign Aid,opponent,,,loss,12,pass
Contessa,Assassin,2,3,ACTION,,,,,loss,12,Foreign Aid
Contessa,Assassin,2,3,BLOCK,Foreign Aid,opponent,,,loss,9,pass
Contessa,Assassin,2,4,ACTION,,,,,loss,11,Foreign Aid
Contessa,Assassin,2,4,BLOCK,Foreign Aid,opponent,,,loss,8,pass
Contessa,Assassin,2,5,ACTION,,,,,loss,8,Foreign Aid
Contessa,Assassin,2,6,ACTION,,,,,loss,7,Foreign Aid
Contessa,Assassin,3,0,ACTION,,,,,win,10,Foreign Aid
Contessa,Assassin,3,0,ACTION_CHALLENGE,Assassinate,opponent,,,win,13,pass
Contessa,Assassin,3,0,BLOCK,Assassinate,opponent,,,win,12,block Contessa
Contessa,Assassin,3,0,BLOCK,Foreign Aid,opponent,,,win,13,pass
Contessa,Assassin,3,0,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,3,1,ACTION,,,,,win,12,Foreign Aid
Contessa,Assassin,3,1,ACTION_CHALLENGE,Assassinate,opponent,,,win,15,pass
Contessa,Assassin,3,1,BLOCK,Assassinate,opponent,,,win,14,block Contessa
Contessa,Assassin,3,1,BLOCK,Foreign Aid,opponent,,,win,13,pass
Contessa,Assassin,3,1,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,3,2,ACTION,,,,,win,12,Foreign Aid
Contessa,Assassin,3,2,ACTION_CHALLENGE,Assassinate,opponent,,,win,15,pass
Contessa,Assassin,3,2,BLOCK,Assassinate,opponent,,,win,14,block Contessa
Contessa,Assassin,3,2,BLOCK,Foreign Aid,opponent,,,win,13,pass
Contessa,Assassin,3,2,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,3,3,ACTION,,,,,win,12,Foreign Aid
Contessa,Assassin,3,3,ACTION_CHALLENGE,Assassinate,opponent,,,win,15,pass
Contessa,Assassin,3,3,BLOCK,Assassinate,opponent,,,win,14,block Contessa
Contessa,Assassin,3,3,BLOCK,Foreign Aid,opponent,,,loss,9,pass
Contessa,Assassin,3,3,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,3,4,ACTION,,,,,win,12,Foreign Aid
Contessa,Assassin,3,4,BLOCK,Foreign Aid,opponent,,,loss,8,pass
Contessa,Assassin,3,5,ACTION,,,,,loss,8,Foreign Aid
Contessa,Assassin,3,5,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,3,6,ACTION,,,,,loss,7,Foreign Aid
Contessa,Assassin,3,6,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,3,7,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,3,8,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,4,0,ACTION,,,,,win,9,Income|Foreign Aid
Contessa,Assassin,4,0,ACTION_CHALLENGE,Assassinate,opponent,,,win,12,pass
Contessa,Assassin,4,0,BLOCK,Assassinate,opponent,,,win,11,block Contessa
Contessa,Assassin,4,0,BLOCK,Foreign Aid,opponent,,,win,12,pass
Contessa,Assassin,4,0,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,4,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,4,1,ACTION,,,,,win,11,Income|Foreign Aid
Contessa,Assassin,4,1,ACTION_CHALLENGE,Assassinate,opponent,,,win,14,pass
Contessa,Assassin,4,1,BLOCK,Assassinate,opponent,,,win,13,block Contessa
Contessa,Assassin,4,1,BLOCK,Foreign Aid,opponent,,,win,12,pass
Contessa,Assassin,4,1,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,4,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,4,2,ACTION,,,,,win,11,Income|Foreign Aid
Contessa,Assassin,4,2,ACTION_CHALLENGE,Assassinate,opponent,,,win,14,pass
Contessa,Assassin,4,2,BLOCK,Assassinate,opponent,,,win,13,block Contessa
Contessa,Assassin,4,2,BLOCK,Foreign Aid,opponent,,,win,12,pass
Contessa,Assassin,4,2,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,4,3,ACTION,,,,,win,11,Income|Foreign Aid
Contessa,Assassin,4,3,ACTION_CHALLENGE,Assassinate,opponent,,,win,14,pass
Contessa,Assassin,4,3,BLOCK,Assassinate,opponent,,,win,13,block Contessa
Contessa,Assassin,4,3,BLOCK,Foreign Aid,opponent,,,loss,9,pass
Contessa,Assassin,4,3,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,4,4,ACTION,,,,,win,11,Income|Foreign Aid
Contessa,Assassin,4,4,ACTION_CHALLENGE,Assassinate,opponent,,,win,14,pass
Contessa,Assassin,4,4,BLOCK,Assassinate,opponent,,,win,13,block Contessa
Contessa,Assassin,4,4,BLOCK,Foreign Aid,opponent,,,loss,8,pass
Contessa,Assassin,4,4,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,4,5,ACTION,,,,,loss,8,Foreign Aid
Contessa,Assassin,4,5,ACTION_CHALLENGE,Assassinate,opponent,,,loss,11,pass
Contessa,Assassin,4,5,BLOCK,Assassinate,opponent,,,loss,10,block Contessa
Contessa,Assassin,4,5,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,4,5,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,4,6,ACTION,,,,,loss,7,Foreign Aid
Contessa,Assassin,4,6,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,4,7,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,4,7,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,4,8,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,4,8,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,4,9,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,4,10,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,5,0,ACTION,,,,,win,6,Foreign Aid
Contessa,Assassin,5,0,ACTION_CHALLENGE,Assassinate,opponent,,,win,9,pass
Contessa,Assassin,5,0,BLOCK,Assassinate,opponent,,,win,8,block Contessa
Contessa,Assassin,5,0,BLOCK,Foreign Aid,opponent,,,win,7,pass
Contessa,Assassin,5,0,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,1,ACTION,,,,,win,6,Foreign Aid
Contessa,Assassin,5,1,ACTION_CHALLENGE,Assassinate,opponent,,,win,9,pass
Contessa,Assassin,5,1,BLOCK,Assassinate,opponent,,,win,8,block Contessa
Contessa,Assassin,5,1,BLOCK,Foreign Aid,opponent,,,win,9,pass
Contessa,Assassin,5,1,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,2,ACTION,,,,,win,6,Foreign Aid
Contessa,Assassin,5,2,ACTION_CHALLENGE,Assassinate,opponent,,,win,9,pass
Contessa,Assassin,5,2,BLOCK,Assassinate,opponent,,,win,8,block Contessa
Contessa,Assassin,5,2,BLOCK,Foreign Aid,opponent,,,win,9,pass
Contessa,Assassin,5,2,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,3,ACTION,,,,,win,8,Foreign Aid
Contessa,Assassin,5,3,ACTION_CHALLENGE,Assassinate,opponent,,,win,11,pass
Contessa,Assassin,5,3,BLOCK,Assassinate,opponent,,,win,10,block Contessa
Contessa,Assassin,5,3,BLOCK,Foreign Aid,opponent,,,win,9,pass
Contessa,Assassin,5,3,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,4,ACTION,,,,,win,8,Foreign Aid
Contessa,Assassin,5,4,ACTION_CHALLENGE,Assassinate,opponent,,,win,11,pass
Contessa,Assassin,5,4,BLOCK,Assassinate,opponent,,,win,10,block Contessa
Contessa,Assassin,5,4,BLOCK,Foreign Aid,opponent,,,win,9,pass
Contessa,Assassin,5,4,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,5,ACTION,,,,,win,8,Foreign Aid
Contessa,Assassin,5,5,ACTION_CHALLENGE,Assassinate,opponent,,,win,11,pass
Contessa,Assassin,5,5,BLOCK,Assassinate,opponent,,,win,10,block Contessa
Contessa,Assassin,5,5,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,5,5,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,6,ACTION,,,,,win,8,Foreign Aid
Contessa,Assassin,5,6,ACTION_CHALLENGE,Assassinate,opponent,,,win,11,pass
Contessa,Assassin,5,6,BLOCK,Assassinate,opponent,,,win,10,block Contessa
Contessa,Assassin,5,6,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,5,6,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,5,7,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,5,7,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,5,8,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,5,8,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,5,9,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,5,9,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,5,10,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,5,11,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,6,0,ACTION,,,,,win,5,Income
Contessa,Assassin,6,0,ACTION_CHALLENGE,Assassinate,opponent,,,win,8,pass
Contessa,Assassin,6,0,BLOCK,Assassinate,opponent,,,win,7,block Contessa
Contessa,Assassin,6,0,BLOCK,Foreign Aid,opponent,,,win,6,pass
Contessa,Assassin,6,0,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,1,ACTION,,,,,win,5,Income
Contessa,Assassin,6,1,ACTION_CHALLENGE,Assassinate,opponent,,,win,8,pass
Contessa,Assassin,6,1,BLOCK,Assassinate,opponent,,,win,7,block Contessa
Contessa,Assassin,6,1,BLOCK,Foreign Aid,opponent,,,win,8,pass
Contessa,Assassin,6,1,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,2,ACTION,,,,,win,5,Income
Contessa,Assassin,6,2,ACTION_CHALLENGE,Assassinate,opponent,,,win,8,pass
Contessa,Assassin,6,2,BLOCK,Assassinate,opponent,,,win,7,block Contessa
Contessa,Assassin,6,2,BLOCK,Foreign Aid,opponent,,,win,8,pass
Contessa,Assassin,6,2,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,3,ACTION,,,,,win,7,Income
Contessa,Assassin,6,3,ACTION_CHALLENGE,Assassinate,opponent,,,win,10,pass
Contessa,Assassin,6,3,BLOCK,Assassinate,opponent,,,win,9,block Contessa
Contessa,Assassin,6,3,BLOCK,Foreign Aid,opponent,,,win,8,pass
Contessa,Assassin,6,3,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,4,ACTION,,,,,win,7,Income
Contessa,Assassin,6,4,ACTION_CHALLENGE,Assassinate,opponent,,,win,10,pass
Contessa,Assassin,6,4,BLOCK,Assassinate,opponent,,,win,9,block Contessa
Contessa,Assassin,6,4,BLOCK,Foreign Aid,opponent,,,win,8,pass
Contessa,Assassin,6,4,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,5,ACTION,,,,,win,7,Income
Contessa,Assassin,6,5,ACTION_CHALLENGE,Assassinate,opponent,,,win,10,pass
Contessa,Assassin,6,5,BLOCK,Assassinate,opponent,,,win,9,block Contessa
Contessa,Assassin,6,5,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,6,5,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,6,ACTION,,,,,win,7,Income
Contessa,Assassin,6,6,ACTION_CHALLENGE,Assassinate,opponent,,,win,10,pass
Contessa,Assassin,6,6,BLOCK,Assassinate,opponent,,,win,9,block Contessa
Contessa,Assassin,6,6,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,6,6,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,6,7,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,6,7,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,6,8,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,6,8,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,6,9,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,6,9,BLOCK,Foreign Aid,opponent,,,loss,5,pass
Contessa,Assassin,6,10,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,6,11,ACTION,,,,,loss,4,Foreign Aid
Contessa,Assassin,7,0,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,0,ACTION_CHALLENGE,Assassinate,opponent,,,win,5,pass
Contessa,Assassin,7,0,BLOCK,Assassinate,opponent,,,win,4,block Contessa
Contessa,Assassin,7,0,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,0,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,0,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,1,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,1,ACTION_CHALLENGE,Assassinate,opponent,,,win,5,pass
Contessa,Assassin,7,1,BLOCK,Assassinate,opponent,,,win,4,block Contessa
Contessa,Assassin,7,1,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,1,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,1,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,2,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,2,ACTION_CHALLENGE,Assassinate,opponent,,,win,5,pass
Contessa,Assassin,7,2,BLOCK,Assassinate,opponent,,,win,4,block Contessa
Contessa,Assassin,7,2,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,2,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,2,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,3,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,3,ACTION_CHALLENGE,Assassinate,opponent,,,win,5,pass
Contessa,Assassin,7,3,BLOCK,Assassinate,opponent,,,win,4,block Contessa
Contessa,Assassin,7,3,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,3,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,3,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,4,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,4,ACTION_CHALLENGE,Assassinate,opponent,,,win,5,pass
Contessa,Assassin,7,4,BLOCK,Assassinate,opponent,,,win,4,block Contessa
Contessa,Assassin,7,4,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,4,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,4,LOSE_INFLUENCE,Coup,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,5,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,5,ACTION_CHALLENGE,Assassinate,opponent,,,win,5,pass
Contessa,Assassin,7,5,BLOCK,Assassinate,opponent,,,win,4,block Contessa
Contessa,Assassin,7,5,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,5,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,6,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,6,ACTION_CHALLENGE,Assassinate,opponent,,,win,5,pass
Contessa,Assassin,7,6,BLOCK,Assassinate,opponent,,,win,4,block Contessa
Contessa,Assassin,7,6,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,6,LOSE_INFLUENCE,Assassinate,opponent,,,loss,1,reveal Contessa
Contessa,Assassin,7,7,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,7,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,8,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,8,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,9,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,9,BLOCK,Foreign Aid,opponent,,,win,3,pass
Contessa,Assassin,7,10,ACTION,,,,,win,2,Coup
Contessa,Assassin,7,11,ACTION,,,,,win,2,Coup
Contessa,Assassin,8,0,ACTION,,,,,win,2,Coup
Contessa,Assassin,8,0,ACTION_CHALLENGE,Assassinate,opponent,,,win,5,pass
Contessa,Assassin,8,0,BLOCK,Assassinate,opponent,,,win,4,block Contessa
Contessa,Assassin,8,0,BLOCK,Foreign Aid,opponent,,,win,3,pass
